연번,민방위 대피시설명,시설구분,시설 주소,위도,경도,시설 면적,대피가능 인원수,개방여부,평상시 활용 유형,관리기관 전화번호,관리기관명
471,중앙탑(충주시티자이아파트),공공용,충청북도 충주시 중앙탑면 원앙4길 51,37.016941,127.8304853,6320,7661,Y,지하주차장,043-850-6282,중앙탑면사무소
472,중앙탑(e편한세상아파트),공공용,충청북도 충주시 중앙탑면 원앙9길 15,37.01571511,127.8260043,5762,6984,Y,지하주차장,043-850-6282,중앙탑면사무소
473,문화동(럭키아파트),공공용,"충청북도 충주시 중원대로 3379 (문화동, 럭키문화아파트)",36.968558,127.9216636,2680,3248,Y,주차장,043-850-2486,문화동
474,금빛마을,공공용,충청북도 충주시 청운로 50 (지현동),36.96483056,127.9293714,1620,1963,Y,주차장,043-850-2474,지현동
475,칠금금릉(부영2차아파트),공공용,충청북도 충주시 칠금중앙로 30 (칠금동),36.9803053,127.917084,4092,4960,Y,지하주차장,043-850-2720,칠금금릉동
476,달천(신한강변APT 지하주차장),공공용,충청북도 충주시 풍동동막길 50,36.93960533,127.8993136,455,552,Y,지하주차장,043-850-2704,달천동
477,목행(삼진동산아파트),공공용,"충청북도 충주시 행정10길 36 (목행동, 충주삼진동산아파트)",37.01363396,127.919336,1082,1312,Y,주차장,043-850-2746,목행용탄주민센터
478,호암(진도아파트),공공용,"충청북도 충주시 호암중앙2로 27 (호암동, 진도아파트)",36.95579823,127.9399233,538,652,Y,지하주차장,043-850-8904,호암직동주민센터
479,호암(부강아파트),공공용,"충청북도 충주시 호암중앙2로 31 (호암동, 부강아파트)",36.95599324,127.9403299,1030,1248,Y,지하주차장,043-850-8904,호암직동주민센터
480,연수(부강아파트 주차장),공공용,"충청북도 충주시 후곡길 19 (연수동, 부강아파트상가)",36.99284264,127.9307321,2314,2847,Y,지하주차장,043-844-4106,아파트관리사무소
